LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
24400,Peacedale,RI,02879,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,04/07/2020,BankNewport,RI-02
24400,North Providence,RI,02911,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/01/2020,"Citizens Bank, National Association",RI-01
24400,Cranston,RI,02910,424990,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
24400,CRANSTON,RI,02920,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
24400,Cumberland,RI,02864,236220,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
24400,Lincoln,RI,02865,423910,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
24377,LINCOLN,RI,02865,531210,Corporation,Unanswered,Unanswered,Unanswered,,2,05/03/2020,"Bank of America, National Association",RI-01
24376,PAWTUCKET,RI,02861,236118,Corporation,Unanswered,Unanswered,Unanswered,,4,06/03/2020,"Bank of America, National Association",RI-01
24373,WARREN,RI,02885,445310,Corporation,Unanswered,Unanswered,Unanswered,,6,06/24/2020,BankNewport,RI-01
24324,PROVIDENCE,RI,02903,621210,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,2,05/01/2020,"Bank of America, National Association",RI-01
24300,NORTH KINGSTOWN,RI,02852,541310,Corporation,Unanswered,Unanswered,Unanswered,,3,04/10/2020,Bank Rhode Island,RI-02
24300,NEWPORT,RI,02840,523110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/23/2020,BNB Bank,RI-01
24300,Providence,RI,02909,481112,Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
24300,RUMFORD,RI,02916,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,08/05/2020,Avidia Bank,RI-01
24300,PROVIDENCE,RI,02909,447110,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,5,04/06/2020,Navigant CU,RI-02
24300,NORTH KINGSTOWN,RI,02852,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,Berkshire Bank,RI-02
24300,WOONSOCKET,RI,02895,484110,Corporation,White,Male Owned,Non-Veteran,,2,04/28/2020,Dean Co-Operative Bank,RI-01
24300,CUMBERLAND,RI,02864,323113,Corporation,Unanswered,Unanswered,Unanswered,,,06/04/2020,"Citizens Bank, National Association",RI-01
24300,PROVIDENCE,RI,02903,424930,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
24300,Wakefield,RI,02879,424590,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
24300,Providence,RI,02904,423940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
24300,West Warwick,RI,02893,315280,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
24296,EAST PROVIDENCE,RI,02914,541211,Corporation,Unanswered,Unanswered,Unanswered,,5,04/13/2020,BayCoast Bank,RI-01
24294.4,NEWPORT,RI,02840,114119,Corporation,White,Male Owned,Non-Veteran,,24,08/07/2020,"Santander Bank, National Association",RI-01
24288,NORTH KINGSTOWN,RI,02852,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/29/2020,BankNewport,RI-02
24250,EAST GREENWICH,RI,02818,812310,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,3,06/10/2020,"Bank of America, National Association",RI-02
24200,providence,RI,02908,541199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
24200,Tiverton,RI,02878,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/29/2020,"Citizens Bank, National Association",RI-01
24200,Lincoln,RI,02865,238190,Corporation,Unanswered,Unanswered,Unanswered,,,05/07/2020,"Citizens Bank, National Association",RI-01
24200,middletown,RI,02842,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
24200,GREENVILLE,RI,02828,611620,Corporation,White,Male Owned,Non-Veteran,,4,04/28/2020,Bank Rhode Island,RI-01
24200,WARWICK,RI,02886,337127,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,,04/28/2020,"Citizens Bank, National Association",RI-02
24200,Westerly,RI,02891,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
24200,PROVIDENCE,RI,02905,423940,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-02
24200,Bristol,RI,02809,531390,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-01
24190,GREENVILLE,RI,02828,531390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,Navigant CU,RI-01
24187.5,TIVERTON,RI,02878,238910,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,4,05/05/2020,The Washington Trust Company of Westerly,RI-01
24167,CRANSTON,RI,02921,561730,Corporation,White,Female Owned,Unanswered,,2,04/29/2020,The Washington Trust Company of Westerly,RI-02
24165,PROVIDENCE,RI,02909,446110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/27/2020,Pawtucket CU,RI-02
24152,PROVIDENCE,RI,02909,332812,Corporation,Unanswered,Unanswered,Unanswered,,4,05/03/2020,"Bank of America, National Association",RI-02
24147,PROVIDENCE,RI,02903,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,05/03/2020,"Bank of America, National Association",RI-01
24142,Cranston,RI,02920,,Corporation,Unanswered,Male Owned,Non-Veteran,,0,05/03/2020,"TD Bank, National Association",RI-02
24138.05,SMITHFIELD,RI,02917,423940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,06/25/2020,Navigant CU,RI-01
24132,COVENTRY,RI,02816,621111,Corporation,Unanswered,Unanswered,Unanswered,,6,05/01/2020,"Bank of America, National Association",RI-02
24130,PROVIDENCE,RI,02903,445110,Corporation,Unanswered,Female Owned,Non-Veteran,,10,04/30/2020,"Bank of America, National Association",RI-01
24125,PAWTUCKET,RI,02861,531390,Corporation,Unanswered,Unanswered,Unanswered,,3,04/11/2020,"Bank of America, National Association",RI-01
24124,Providence,RI,02907,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,07/20/2020,Cross River Bank,RI-02
24119,CENTRAL FALLS,RI,02863,484220,Corporation,Unanswered,Unanswered,Unanswered,,1,05/16/2020,"Bank of America, National Association",RI-01
24100,Providence,RI,02908,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/29/2020,"Citizens Bank, National Association",RI-01
24100,TIVERTON,RI,02878,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/05/2020,BankNewport,RI-01
24100,Cranston,RI,02905,541310,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
24100,EAST GREENWICH,RI,02818,333314,Corporation,Unanswered,Unanswered,Unanswered,,,05/01/2020,"Citizens Bank, National Association",RI-02
24100,Cumberland,RI,02864,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,05/03/2020,"Citizens Bank, National Association",RI-01
24100,EAST GREENWICH,RI,02818,448310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
24087.5,CENTRAL FALLS,RI,02863,238160,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/28/2020,The Washington Trust Company of Westerly,RI-01
24083,RUMFORD,RI,02916,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/12/2020,"TD Bank, National Association",RI-01
24071,CRANSTON,RI,02920,337110,Corporation,White,Male Owned,Unanswered,,3,04/10/2020,The Washington Trust Company of Westerly,RI-02
24067,PROVIDENCE,RI,02909,999990,Corporation,Unanswered,Unanswered,Unanswered,,7,05/03/2020,"Bank of America, National Association",RI-02
24062,RUMFORD,RI,02916,445110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,06/08/2020,BankNewport,RI-01
24002,WOONSOCKET,RI,02895,562920,Corporation,Unanswered,Male Owned,Non-Veteran,,3,05/08/2020,The Washington Trust Company of Westerly,RI-01
24000,CUMBERLAND,RI,02864,562211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/10/2020,Bristol County Savings Bank,RI-01
24000,Hope,RI,02831,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/15/2020,"Citizens Bank, National Association",RI-02
24000,CRANSTON,RI,02910,561730,Corporation,White,Male Owned,Non-Veteran,,3,04/10/2020,Bank Rhode Island,RI-02
24000,North Providence,RI,02911,811121,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/28/2020,"Citizens Bank, National Association",RI-01
24000,MIDDLETOWN,RI,02842,812910,Corporation,White,Female Owned,Non-Veteran,,7,04/03/2020,Greenwood CU,RI-01
24000,WEST WARWICK,RI,02893,238220,Corporation,Unanswered,Male Owned,Unanswered,,3,04/27/2020,Centreville Bank,RI-02
24000,CUMBERLAND,RI,02864,621330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
24000,Richmond,RI,02812,541320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-02
24000,PORTSMOUTH,RI,02871,523999,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/05/2020,BankNewport,RI-01
24000,NEWPORT,RI,02840,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/05/2020,BankNewport,RI-01
24000,Pawtucket,RI,02861,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"TD Bank, National Association",RI-01
24000,EAST PROVIDENCE,RI,02914,722511,Corporation,Hispanic,Female Owned,Non-Veteran,,8,04/14/2020,Navigant CU,RI-01
24000,PROVIDENCE,RI,02906,445210,Corporation,Unanswered,Unanswered,Unanswered,,5,05/03/2020,"Bank of America, National Association",RI-01
24000,WEST WARWICK,RI,02893,811111,Corporation,Unanswered,Unanswered,Unanswered,,2,04/07/2020,HarborOne Bank,RI-02
24000,CRANSTON,RI,02905,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/14/2020,HarborOne Bank,RI-02
24000,Newport,RI,02840,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
24000,WARWICK,RI,02886,531390,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-02
24000,Providence,RI,02903,323120,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-01
23987,SLATERSVILLE,RI,02876,238990,Corporation,Unanswered,Male Owned,Non-Veteran,,6,05/04/2020,"Bank of America, National Association",RI-01
23985,Johnston,RI,02919,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/01/2020,"Santander Bank, National Association",RI-02
23982,WARWICK,RI,02886,523930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/30/2020,Pawtucket CU,RI-02
23982,WARWICK,RI,02886,525990,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,2,04/15/2020,Pawtucket CU,RI-02
23959,SMITHFIELD,RI,02917,722511,Sole Proprietorship,White,Male Owned,Unanswered,,10,05/11/2020,The Washington Trust Company of Westerly,RI-01
23957.5,WEST WARWICK,RI,02893,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/13/2020,"TD Bank, National Association",RI-02
23957,WARWICK,RI,02886,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/03/2020,"Bank of America, National Association",RI-02
23947,PAWTUCKET,RI,02860,722513,Corporation,Unanswered,Unanswered,Unanswered,,5,04/30/2020,"Santander Bank, National Association",RI-01
23937,JOHNSTON,RI,02919,541110,Sole Proprietorship,White,Unanswered,Unanswered,,2,04/27/2020,Bank Rhode Island,RI-02
23913,PROVIDENCE,RI,02903,711190,Corporation,Unanswered,Unanswered,Unanswered,,6,05/03/2020,"Bank of America, National Association",RI-01
23900.78,CUMBERLAND,RI,02864,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,06/24/2020,Navigant CU,RI-01
23900,CRANSTON,RI,02921,339116,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
23900,EAST GREENWICH,RI,02818,812112,Corporation,Unanswered,Female Owned,Unanswered,,2,04/05/2020,BankNewport,RI-02
23900,Cranston,RI,02905,813920,Corporation,Unanswered,Unanswered,Unanswered,,,04/27/2020,"Citizens Bank, National Association",RI-02
23900,GREENVILLE,RI,02828,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,Centreville Bank,RI-01
23900,CUMBERLAND,RI,02864,812112,Corporation,White,Male Owned,Non-Veteran,,5,04/08/2020,Bristol County Savings Bank,RI-01
23900,RIVERSIDE,RI,02915,447110,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
23900,North Kingstown,RI,02852,453210,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
23900,providence,RI,02909,541990,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
23900,EAST PROVIDENCE,RI,02914,722511,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,9,04/15/2020,The Washington Trust Company of Westerly,RI-01
23897,WEST WARWICK,RI,02893,236115,Corporation,Unanswered,Unanswered,Unanswered,,4,05/03/2020,"Bank of America, National Association",RI-02
23877.5,WESTERLY,RI,02891,562219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/29/2020,The Washington Trust Company of Westerly,RI-02
23862,WARWICK,RI,02886,621498,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,05/18/2020,"Webster Bank, National Association",RI-02
23860,PROVIDENCE,RI,02904,238350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/04/2020,BankNewport,RI-01
23860,WESTERLY,RI,02891,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,05/08/2020,The Washington Trust Company of Westerly,RI-02
23860,PROVIDENCE,RI,02903,711190,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,5,05/03/2020,"Bank of America, National Association",RI-01
23859,WARWICK,RI,02888,812320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,07/15/2020,"Webster Bank, National Association",RI-02
23856,CRANSTON,RI,02910,722511,Corporation,Unanswered,Unanswered,Unanswered,,8,04/29/2020,Navigant CU,RI-02
23842.95,NORTH KINGSTOWN,RI,02852,321991,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/10/2020,"People's United Bank, National Association",RI-02
23816,EAST GREENWICH,RI,02818,,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,5,05/03/2020,"Bank of America, National Association",RI-02
23815,NEWPORT,RI,02840,442299,Corporation,Unanswered,Unanswered,Unanswered,,5,04/09/2020,BankNewport,RI-01
23813,EAST PROVIDENCE,RI,02914,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/12/2020,BankNewport,RI-01
23800,WESTERLY,RI,02891,541310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/21/2020,Berkshire Bank,RI-02
23800,EAST GREENWICH,RI,02818,621111,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/13/2020,HarborOne Bank,RI-02
23800,Wakefield,RI,02879,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/27/2020,"Citizens Bank, National Association",RI-02
23800,Cranston,RI,02910,523930,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-02
23800,Bristol,RI,02885,811420,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
23800,Providence,RI,02903,236118,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
23800,Chepachet,RI,02814,541213,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/18/2020,"Citizens Bank, National Association",RI-02
23800,West Warwick,RI,02893,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
23771.49,Providence,RI,02829,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,06/15/2020,"Santander Bank, National Association",RI-02
23747,NARRAGANSETT,RI,02882,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/13/2020,BankNewport,RI-02
23745,WARREN,RI,02885,722511,Subchapter S Corporation,White,Male Owned,Unanswered,,4,04/08/2020,BankNewport,RI-01
23710,Newport,RI,02840,483112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,05/01/2020,WebBank,RI-01
23707,PROVIDENCE,RI,02909,326212,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,05/03/2020,"Bank of America, National Association",RI-02
23700,MIDDLETOWN,RI,02842,812910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/10/2020,BankNewport,RI-01
23700,PORTSMOUTH,RI,02871,453998,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
23700,Providence,RI,02908,445310,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,4,04/14/2020,"Leader Bank, National Association",RI-01
23700,PROVIDENCE,RI,02906,541618,Sole Proprietorship,White,Female Owned,Non-Veteran,,2,04/07/2020,Bristol County Savings Bank,RI-01
23700,WARWICK,RI,02886,812199,Corporation,Unanswered,Unanswered,Unanswered,,8,04/07/2020,Bank Rhode Island,RI-02
23700,PAWTUCKET,RI,02860,488999,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
23700,Harrisville,RI,02830,238330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
23700,riverside,RI,02915,238330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
23700,newport,RI,02840,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
23700,BARRINGTON,RI,02806,423990,Corporation,White,Male Owned,Non-Veteran,,0,04/15/2020,BankNewport,RI-01
23700,Coventry,RI,02816,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
23692,Providence,RI,02909,541430,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,06/26/2020,WebBank,RI-02
23687,TIVERTON,RI,02878,337211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,BankNewport,RI-01
23677,JOHNSTON,RI,02919,441120,Corporation,Unanswered,Male Owned,Non-Veteran,,2,04/27/2020,Greenwood CU,RI-02
23656,NORTH PROVIDENCE,RI,02911,485320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,06/16/2020,"Bank of America, National Association",RI-01
23622,Westerly,RI,02891,721199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,06/05/2020,Celtic Bank Corporation,RI-02
